DAY,GAMA_F1,GAMA_F2,GAMA_F3,GAMA_F4,GAMA_F5,GAMA_F6,GAMA_F7,GAMA_F8,GAMA_F9,GAMA_F10,GAMA_F11,GAMA_F12,GAMA_F13,GAMA_F14,GAMA_F15,GAMA_F16,xI_F1,xI_F2,xI_F3,xI_F4,xI_F5,xI_F6,xI_F7,xI_F8,xI_F9,xI_F10,xI_F11,xI_F12,xI_F13,xI_F14,xI_F15,xI_F16,xA_F1,xA_F2,xA_F3,xA_F4,xA_F5,xA_F6,xA_F-,xA_F8,xA_F9,xA_F10,xA_F11,xA_F12,xA_F13,xA_F14,xA_F15,xA_F16,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX
0.0,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715512383961672,0.40581569085826596,0.19718379641025535,0.11047815910074582,0.16195919730167677,0.27167584145373935,0.3307592059022275,0.324511195958954,0.21173072200686707,0.13654927599722616,0.17829242383404378,0.23980870575990726,0.2417133163631799,0.28673171881932763,0.24447875483404885,0.11399231164464907
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3835608124871542,3.180861423595122,0.7272325797847701,0.18169684072066267,0.10350136653424073,0.21285832069363234,0.38780776911456355,0.4432691069547303,0.38722800953225517,0.2172768222759524,0.18777731358511957,0.24292507701898086,0.25119189682149606,0.3032315577882449,0.23567066241170487,0.13287886452498002
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21749953794430069,1.175695687436518,4.907406730177986,0.8377134216047618,0.19842980783252648,0.1658789664663238,0.317959580985504,0.45578984114465004,0.5725960297355536,0.3764555627898246,0.29683196494792696,0.22202097325300055,0.18787927445802394,0.32169591458290014,0.36637608634291285,0.21684305734731155
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13302520722151287,0.3092756521562457,1.6415018617930124,5.851947898647838,0.974297605167916,0.42240980228420016,0.31508252373309964,0.469673299008152,0.629281727280721,0.6858256127138773,0.47148588825864424,0.3068597532062422,0.21012435161439572,0.21705765697323653,0.21722809773431737,0.13194643929368602
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256993570204224,0.21507026272802227,0.28688558847067946,1.6281956928169246,2.227772375403632,1.052967104612896,0.6569883181573379,0.6101119959463802,0.6080644449938031,0.7552272506016477,0.6636366290474525,0.5260515892185585,0.2869804022404632,0.2167046157473009,0.32937211680337275,0.1738851361488058
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4826322047144651,0.33093250675289454,0.19828263846761496,0.5687808215218119,1.123097149106809,1.6695333895909086,0.9826710541862183,0.8297032970051846,0.7435600829606342,0.6764203425646391,0.7975746184871333,0.6582880524831399,0.40982622212234787,0.27175910556262683,0.20257378009183877,0.11023845184641189
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47504235788669974,0.6747161068852099,0.4672778718865739,0.31100045982273794,0.5195448487595826,0.829220106173512,1.2235754802995829,0.951073959554647,0.7952727435929072,0.6477082693104121,0.6086799191362727,0.6313079509994336,0.46322120450586085,0.3378202414166668,0.26454832529369077,0.14530591906381368
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3479613499628292,0.5635797650860854,0.44210006911865096,0.34861228344053824,0.31591115615425475,0.5066713250004807,0.670501127200766,1.071039462746285,0.8325425010502966,0.5927811081873725,0.4944289123241719,0.3956389243603595,0.36826899521951517,0.3851041822298413,0.33345229523360564,0.1070267260011623
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19173337102379787,0.3704125242906744,0.4276652963347493,0.42354370501244704,0.2970001637249568,0.37206017783150097,0.4912224463541874,0.6408666281237497,0.8944605582205847,0.6033987153581802,0.517264039885791,0.2941908779939417,0.24940720805386588,0.2570777654866855,0.2518765621277723,0.10715982027581546
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10584518345972649,0.21936174075540138,0.25707263235715444,0.43604975338564433,0.2721922851413738,0.27123123690116646,0.32316631911928984,0.4078553421852595,0.47413324383262884,0.5852493875511979,0.4462226312588734,0.2797117299272062,0.16170431360771215,0.13003393255173887,0.18489082850423225,0.1334422613439811
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10601523973728945,0.17151557038282605,0.2207846156911653,0.267810524178249,0.2175987543027848,0.26810416246127006,0.2467975368013888,0.2656564515380758,0.360592745425,0.39838441749387143,0.46508649961976456,0.33929703262583993,0.173247673995784,0.11614266508766453,0.13381021671280893,0.107352927596135
