DAY,GAMA_F1,GAMA_F2,GAMA_F3,GAMA_F4,GAMA_F5,GAMA_F6,GAMA_F7,GAMA_F8,GAMA_F9,GAMA_F10,GAMA_F11,GAMA_F12,GAMA_F13,GAMA_F14,GAMA_F15,GAMA_F16,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX,BETA_MATRIX
0.0,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,2.4292918543319684,1.3249435489404657,0.6178934964556476,0.3681672008666521,0.5640202400852208,0.8848233599880089,1.0609247448292056,1.0228334636160563,0.6433478437517903,0.39275464756703954,0.48302146017708764,0.6141374153958986,0.6021230984178094,0.6832216979341434,0.5889244560002798,0.26947098716690493
0,,,,,,,,,,,,,,,,,1.3524549458126827,10.799590502283108,2.3881061817409046,0.6270466985466389,0.37035992261927847,0.7160063606326924,1.2916737022203426,1.4551725608483295,1.2242501973761006,0.6611100168521318,0.5533381698792339,0.6686495286683953,0.647404854218486,0.7795022735064566,0.6339968668512309,0.3360893570298481
0,,,,,,,,,,,,,,,,,0.8016934359914271,4.195826608372151,16.661519021526622,2.9574039324041523,0.7461874238419375,0.582199638701824,1.097578747122229,1.555564485618827,1.8835223879423435,1.1725521759108735,0.8969007656383439,0.6261501127170842,0.5014965948486825,0.8517390316385415,1.0099030532770945,0.5576114874391143
0,,,,,,,,,,,,,,,,,0.4601762426235366,1.0263270882057371,5.163767682982041,19.86840435024781,3.429489342387978,1.3963237847509256,1.0240902618709755,1.4999026363781764,1.9374983956025442,2.007333912865046,1.3217707456261543,0.8053277767347847,0.530266980095922,0.5218462812851672,0.5618605334862934,0.34034615487819275
0,,,,,,,,,,,,,,,,,0.8476690890411215,0.67587688256469,0.8688578699866532,5.242466543554061,7.563683600986734,3.32974457135448,2.0323594861154364,1.8374211475606017,1.7633051070655785,2.031880839880247,1.690429650950272,1.2069942762620993,0.6485117938867414,0.49180402944773277,0.7419415975264316,0.34713506009532336
0,,,,,,,,,,,,,,,,,1.7321203317388925,1.1355651599717722,0.651914861084176,1.9949376543519886,4.1281114284590865,5.66836291695224,3.2902698635558973,2.731796471688669,2.3486646503747055,1.9999691930002497,2.21762959632336,1.6728182649974643,1.0130977592889496,0.6809945484305792,0.5331153426923205,0.2534177409338728
0,,,,,,,,,,,,,,,,,1.7248271943129811,2.353437343864292,1.552418859722526,1.1017367747562492,1.9189291638459667,2.8517097480660056,4.154256465827049,3.179790031131278,2.558360939571164,1.9579165400083096,1.7326238099274118,1.6395304896435219,1.167892850025192,0.8720736257346074,0.7012027481715465,0.34223679377084937
0,,,,,,,,,,,,,,,,,1.2765695566570034,1.993005903555273,1.4931007357500954,1.247954568720658,1.1653001951979216,1.762407921586383,2.3057928715318,3.6363695455717115,2.722887789464379,1.8334362190332363,1.4427217253726277,1.0610866991312167,0.965800407874743,1.0110953096742785,0.9158572920366271,0.2835789354490649
0,,,,,,,,,,,,,,,,,0.7273148865081841,1.3536316177040293,1.493328163100843,1.5689366500012998,1.1349371974381428,1.3319778442147656,1.7440416993602839,2.248092729256195,3.0368527461054926,1.937371969236241,1.5796264549876629,0.8404203778764814,0.6858932120498914,0.7158126748972492,0.7351377577734058,0.2959930668470146
0,,,,,,,,,,,,,,,,,0.42264047735205373,0.8543260197307874,0.9454825816216023,1.7077814250063057,1.068800341791056,1.0106149440378387,1.1994066449304606,1.5050180224155678,1.6925624671837551,1.987025803884698,1.4429888846615941,0.8354120817721113,0.4770312636244663,0.3871308202699136,0.5809761732995803,0.37554667323963725
0,,,,,,,,,,,,,,,,,0.4419007734685129,0.7090374286762331,0.8653327222545839,1.1096667372268891,0.904866798384036,1.045091707217182,0.9578737288253566,1.0253000968088215,1.3560361646051386,1.4256849293304776,1.5790514188313252,1.0656051997649358,0.5385829207689247,0.3700373899349314,0.4502986506586373,0.32283728486487645
0,,,,,,,,,,,,,,,,,0.5445752632544175,0.6765790389345469,0.49024111914908997,0.5900606580160612,0.5114149016788323,0.693103411250271,0.7528786051022351,0.6342366101579947,0.6668399411028301,0.624959776070985,0.8325206984674071,1.0696207608687134,0.6434491346971877,0.495476775205221,0.3518095331413148,0.1976875381681807
0,,,,,,,,,,,,,,,,,0.3454871979183375,0.33833709008742874,0.20258895091394669,0.23717186354337236,0.19865831566513575,0.2661904983893252,0.32954582997026494,0.3732105520647006,0.29500620678565037,0.23704105848868043,0.2725545882139882,0.39988805284342877,0.6011110110348948,0.48076074055150214,0.39538651445162026,0.09874321984937467
0,,,,,,,,,,,,,,,,,0.15842982011333465,0.21285347765385126,0.15541873730056402,0.08709300553214147,0.08314135080844669,0.09906602722380436,0.15010054409034676,0.19027240699217549,0.1640549702744301,0.08872919663087155,0.1007680786455773,0.16201591952574476,0.227100895985616,0.5118086135407104,0.29172744771343934,0.1045462556045952
0,,,,,,,,,,,,,,,,,0.05353788833025452,0.10948179508913113,0.09289855688162975,0.07395666959766996,0.038050353832573235,0.04562445368975933,0.050160438780983294,0.09523733120130891,0.09767940929868912,0.08192679662162099,0.07044363875930838,0.06869106381911716,0.13115062589504664,0.1897354566388722,0.3893602746378186,0.11588295566092788
0,,,,,,,,,,,,,,,,,0.09859733809260314,0.12998811030672136,0.1594297470705182,0.12622692602145996,0.04866900910785027,0.04127546126648849,0.061396140488285386,0.10088427130920209,0.11639339952773832,0.12282299364978913,0.13031480785874713,0.09217767948504754,0.07318801828638462,0.18458679449187496,0.23332038260291524,0.1778900386714464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,0.18126924692201818,1.0061694518342479,0.8502004755588433,0.440352576293656,0.23815704332214016,0.38222559593154337,0.6257079036583253,0.7417708048345076,0.7413772578064843,0.44106974915099684,0.22213820441838655,0.29166678480622454,0.3657701066980812,0.3801910107929746,0.299873536401249,0.16006100686245447,0.18849687205875298
24,,,,,,,,,,,,,,,,,0.7887757946496401,1.7752420036315772,0.965592228741994,0.3630747368805074,0.17650112048016872,0.39757623574805423,0.834834600506152,1.0175916176144746,0.8418151527119434,0.40976314356714194,0.2545911278153461,0.3745600569009491,0.365453204104368,0.3948075139064081,0.3347617883283257,0.2354826321893369
24,,,,,,,,,,,,,,,,,0.5992343182827409,1.4757641618273736,3.289236188510232,1.056436983972934,0.2890669525758824,0.2125496578288255,0.5439495400131313,1.0454952297730216,1.254382518959743,0.7421635408457417,0.44031323389796045,0.25413279218453083,0.2482411535211184,0.4282520079780753,0.4822260769691518,0.3536826745594559
24,,,,,,,,,,,,,,,,,0.33328138006481645,0.5628291523353108,1.2534645434463914,3.180520272067495,1.005722567224653,0.3973127767172995,0.2696984228002043,0.6585715006185938,1.0161733328878093,1.129389463069,0.7456625246079693,0.37714836926509354,0.27176122322681046,0.27935527637858604,0.2936077718812527,0.2819478402509639
24,,,,,,,,,,,,,,,,,0.528565889765076,0.31477233450295,0.351096800308448,1.4490360913982754,2.5138936076062253,1.069780461962602,0.5678035317423542,0.4825572727385956,0.5949180985197546,0.915835874651721,0.7823762965149659,0.40817130055427,0.1926985192529166,0.13864198851945544,0.14356334483745978,0.10841801811473763
24,,,,,,,,,,,,,,,,,1.1443228350737846,0.5601808190649566,0.25018360975980897,0.5834915392628868,1.2772450320385857,2.0300752213690174,1.0375701956277241,0.7171277041194235,0.6003647550690935,0.6185797875140637,0.8810520047073062,0.5106643690261922,0.3738035083980661,0.24751246054315376,0.11695925672091088,0.11869718873036628
24,,,,,,,,,,,,,,,,,1.1372371815376536,1.2401010756449318,0.6724610923614914,0.2978443325497352,0.5581991993489177,0.9141756633737952,1.5524240452822942,0.9920339677309054,0.7174236037029182,0.5107884953501156,0.512740016210502,0.34105767279397975,0.4208022869636503,0.26422660847039164,0.1987796613229205,0.09799252880664162
24,,,,,,,,,,,,,,,,,0.8430803983222177,1.1964350217579989,0.886965102787728,0.5271463167943744,0.3228602375777635,0.46790339806520076,0.7012996837979145,1.3872129439987626,0.8099787857870324,0.5071149366962636,0.4000071798227027,0.13193023149766867,0.2648391277581993,0.35065108114504234,0.2705338874009385,0.13240604316634869
24,,,,,,,,,,,,,,,,,0.4789418534943334,0.8386932211790344,0.8843214631254664,0.6800897150453914,0.390148972575327,0.35381465068278967,0.4976809442939004,0.686973914790511,1.118657620100777,0.6018987685098521,0.4441466964857063,0.0702151827516244,0.15472804386148406,0.30600667779547724,0.2351264977293678,0.1655905149246424
24,,,,,,,,,,,,,,,,,0.243171853110443,0.44800304649680867,0.546768253285671,0.7352178027752211,0.5111015358176818,0.32090943162471974,0.31385177939837056,0.43575484765912326,0.5303056475367899,0.8331872356719381,0.48181181963218345,0.12644620016888072,0.08464392767305509,0.11178962804484925,0.18795814323876256,0.19966385185611948
24,,,,,,,,,,,,,,,,,0.2979524403063022,0.2601909996531772,0.34365359907678356,0.4413569058954048,0.4393144768915973,0.4047545387743564,0.29350281070841594,0.2859938048127628,0.3885871968256058,0.4514800249851951,0.668682953051231,0.24287481277113696,0.1168199643599763,0.0894895512474411,0.13497124241558894,0.19292569290816552
24,,,,,,,,,,,,,,,,,0.35034877942287773,0.3363688868622326,0.1790010018603606,0.23077277089422504,0.2038403230345128,0.22567073845724134,0.1887702106351011,0.09437592798608004,0.06463075418313673,0.12043282715570643,0.19806788172389828,0.4052799898306321,0.2235931800818039,0.18782853511813857,0.08290884249899855,0.10430839217171974
24,,,,,,,,,,,,,,,,,0.24020739109822864,0.21806390755855903,0.11602558734155813,0.11109949371366587,0.07602551931715255,0.10067763116651653,0.12868051873459213,0.1157832963373925,0.06869577364342129,0.041544536104851294,0.07206878397601942,0.13687004260838487,0.3117074527968377,0.1917361086122275,0.10311370566883925,0.029405439875048955
24,,,,,,,,,,,,,,,,,0.10296147659984199,0.14171624450894588,0.10441271531474369,0.05586395877884557,0.03888521444898923,0.04279161198922741,0.0675154574254356,0.09820609088186383,0.0856986030549867,0.03131978335273015,0.03463289260939923,0.06351163931973772,0.09300991202565977,0.2933832840625683,0.11119354584328558,0.04570644812246661
